near_group,sample_id_a,sample_id_b,phash_distance,split_a,split_b
3738670,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,4,train,train
3738671,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,4,train,train
3738672,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,4,train,train
3738673,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,4,train,train
3738676,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,2,train,train
3738677,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0142_jpg.rf.b39188ebafcec98c59ef8afda79cd09d_da28743c3ccf,4,train,train
3738678,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0144_jpg.rf.8f5dea5acae1118d3da65a6fd842487b_8557c2195a89,6,train,train
3738679,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,4,train,train
3738680,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0146_jpg.rf.1327b7cd334ad0b73a878a7de5b68cf0_ee0c9d5f0442,4,train,train
3738681,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0147_jpg.rf.4647b2012c855ae74266ad98771934ad_d2fac99a934d,4,train,train
3738735,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0107_jpg.rf.978ae76363e29a85df8a194e265f8be4_0bf4b4e08228,4,train,train
3738736,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0112_jpg.rf.feb90f96979e072c274a9663a4a2695e_aee062673640,2,train,train
3738737,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0115_jpg.rf.0e57a298080c109d6bd5d474dc6d1836_0c578d71ff06,6,train,train
3738738,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0118_jpg.rf.3820eda69a55a94a2e7e296b886ce73a_979c863c410c,2,train,train
3738739,hf_kien_indoor_a_0132_jpg.rf.c9cd64225d0c7cf8c94d592d91b97a05_5de89b012353,hf_kien_indoor_a_0143_jpg.rf.cb09736eb9acb46e2e1377946584648f_a596ac112bdb,4,train,train
3742753,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,4,train,train
3742754,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,4,train,train
3742755,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,4,train,train
3742756,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,4,train,train
3742757,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,4,train,train
3742758,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,6,train,train
3742759,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0142_jpg.rf.b39188ebafcec98c59ef8afda79cd09d_da28743c3ccf,6,train,train
3742760,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0144_jpg.rf.8f5dea5acae1118d3da65a6fd842487b_8557c2195a89,4,train,train
3742761,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,4,train,train
3742762,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0146_jpg.rf.1327b7cd334ad0b73a878a7de5b68cf0_ee0c9d5f0442,4,train,train
3742763,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0147_jpg.rf.4647b2012c855ae74266ad98771934ad_d2fac99a934d,4,train,train
3742817,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0107_jpg.rf.978ae76363e29a85df8a194e265f8be4_0bf4b4e08228,6,train,train
3742818,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0112_jpg.rf.feb90f96979e072c274a9663a4a2695e_aee062673640,6,train,train
3742819,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0115_jpg.rf.0e57a298080c109d6bd5d474dc6d1836_0c578d71ff06,4,train,train
3742820,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0118_jpg.rf.3820eda69a55a94a2e7e296b886ce73a_979c863c410c,4,train,train
3742821,hf_kien_indoor_a_0133_jpg.rf.324febcd72eeecfeb59119e0d342821d_e1094736d19c,hf_kien_indoor_a_0143_jpg.rf.cb09736eb9acb46e2e1377946584648f_a596ac112bdb,4,train,train
3746835,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,2,train,train
3746836,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,4,train,train
3746837,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,4,train,train
3746838,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,4,train,train
3746839,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,6,train,train
3746841,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0144_jpg.rf.8f5dea5acae1118d3da65a6fd842487b_8557c2195a89,4,train,train
3746842,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,4,train,train
3746843,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0146_jpg.rf.1327b7cd334ad0b73a878a7de5b68cf0_ee0c9d5f0442,4,train,train
3746844,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0147_jpg.rf.4647b2012c855ae74266ad98771934ad_d2fac99a934d,6,train,train
3746898,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0107_jpg.rf.978ae76363e29a85df8a194e265f8be4_0bf4b4e08228,2,train,train
3746899,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0112_jpg.rf.feb90f96979e072c274a9663a4a2695e_aee062673640,6,train,train
3746900,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0115_jpg.rf.0e57a298080c109d6bd5d474dc6d1836_0c578d71ff06,4,train,train
3746901,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0118_jpg.rf.3820eda69a55a94a2e7e296b886ce73a_979c863c410c,6,train,train
3746902,hf_kien_indoor_a_0134_jpg.rf.7bdff4679497e1b3b41240643b573195_f9e66ef40167,hf_kien_indoor_a_0143_jpg.rf.cb09736eb9acb46e2e1377946584648f_a596ac112bdb,6,train,train
3750916,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,2,train,train
3750917,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,4,train,train
3750918,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,4,train,train
3750919,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,6,train,train
3750921,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,hf_kien_indoor_a_0144_jpg.rf.8f5dea5acae1118d3da65a6fd842487b_8557c2195a89,6,train,train
3750922,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,6,train,train
3750923,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,hf_kien_indoor_a_0146_jpg.rf.1327b7cd334ad0b73a878a7de5b68cf0_ee0c9d5f0442,6,train,train
3750978,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,hf_kien_indoor_a_0107_jpg.rf.978ae76363e29a85df8a194e265f8be4_0bf4b4e08228,2,train,train
3750979,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,hf_kien_indoor_a_0112_jpg.rf.feb90f96979e072c274a9663a4a2695e_aee062673640,6,train,train
3750980,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,hf_kien_indoor_a_0115_jpg.rf.0e57a298080c109d6bd5d474dc6d1836_0c578d71ff06,4,train,train
3750981,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,hf_kien_indoor_a_0118_jpg.rf.3820eda69a55a94a2e7e296b886ce73a_979c863c410c,4,train,train
3750982,hf_kien_indoor_a_0136_jpg.rf.f0434da52efa0d84b4ef723ee04e8ec8_4476ea7b267a,hf_kien_indoor_a_0143_jpg.rf.cb09736eb9acb46e2e1377946584648f_a596ac112bdb,4,train,train
3754996,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,4,train,train
3754997,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,4,train,train
3754998,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,4,train,train
3754999,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,hf_kien_indoor_a_0142_jpg.rf.b39188ebafcec98c59ef8afda79cd09d_da28743c3ccf,6,train,train
3755000,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,hf_kien_indoor_a_0144_jpg.rf.8f5dea5acae1118d3da65a6fd842487b_8557c2195a89,6,train,train
3755001,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,6,train,train
3755002,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,hf_kien_indoor_a_0146_jpg.rf.1327b7cd334ad0b73a878a7de5b68cf0_ee0c9d5f0442,6,train,train
3755057,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,hf_kien_indoor_a_0107_jpg.rf.978ae76363e29a85df8a194e265f8be4_0bf4b4e08228,4,train,train
3755058,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,hf_kien_indoor_a_0112_jpg.rf.feb90f96979e072c274a9663a4a2695e_aee062673640,6,train,train
3755059,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,hf_kien_indoor_a_0115_jpg.rf.0e57a298080c109d6bd5d474dc6d1836_0c578d71ff06,4,train,train
3755060,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,hf_kien_indoor_a_0118_jpg.rf.3820eda69a55a94a2e7e296b886ce73a_979c863c410c,4,train,train
3755061,hf_kien_indoor_a_0137_jpg.rf.9b3d4b5c4e1f9864f79c16c77eb881f8_55f0459b45b2,hf_kien_indoor_a_0143_jpg.rf.cb09736eb9acb46e2e1377946584648f_a596ac112bdb,2,train,train
3759076,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,2,train,train
3759077,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,hf_kien_indoor_a_0142_jpg.rf.b39188ebafcec98c59ef8afda79cd09d_da28743c3ccf,4,train,train
3759078,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,hf_kien_indoor_a_0144_jpg.rf.8f5dea5acae1118d3da65a6fd842487b_8557c2195a89,6,train,train
3759079,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,4,train,train
3759080,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,hf_kien_indoor_a_0146_jpg.rf.1327b7cd334ad0b73a878a7de5b68cf0_ee0c9d5f0442,4,train,train
3759081,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,hf_kien_indoor_a_0147_jpg.rf.4647b2012c855ae74266ad98771934ad_d2fac99a934d,4,train,train
3759135,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,hf_kien_indoor_a_0107_jpg.rf.978ae76363e29a85df8a194e265f8be4_0bf4b4e08228,4,train,train
3759136,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,hf_kien_indoor_a_0112_jpg.rf.feb90f96979e072c274a9663a4a2695e_aee062673640,2,train,train
3759137,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,hf_kien_indoor_a_0115_jpg.rf.0e57a298080c109d6bd5d474dc6d1836_0c578d71ff06,6,train,train
3759138,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,hf_kien_indoor_a_0118_jpg.rf.3820eda69a55a94a2e7e296b886ce73a_979c863c410c,2,train,train
3759139,hf_kien_indoor_a_0139_jpg.rf.725cab5a6feb59bd2bc359b09a2a0026_579dac845440,hf_kien_indoor_a_0143_jpg.rf.cb09736eb9acb46e2e1377946584648f_a596ac112bdb,4,train,train
3763153,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,2,train,train
3763154,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,hf_kien_indoor_a_0142_jpg.rf.b39188ebafcec98c59ef8afda79cd09d_da28743c3ccf,4,train,train
3763155,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,hf_kien_indoor_a_0144_jpg.rf.8f5dea5acae1118d3da65a6fd842487b_8557c2195a89,6,train,train
3763156,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,4,train,train
3763157,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,hf_kien_indoor_a_0146_jpg.rf.1327b7cd334ad0b73a878a7de5b68cf0_ee0c9d5f0442,4,train,train
3763158,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,hf_kien_indoor_a_0147_jpg.rf.4647b2012c855ae74266ad98771934ad_d2fac99a934d,4,train,train
3763212,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,hf_kien_indoor_a_0107_jpg.rf.978ae76363e29a85df8a194e265f8be4_0bf4b4e08228,4,train,train
3763213,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,hf_kien_indoor_a_0112_jpg.rf.feb90f96979e072c274a9663a4a2695e_aee062673640,2,train,train
3763214,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,hf_kien_indoor_a_0115_jpg.rf.0e57a298080c109d6bd5d474dc6d1836_0c578d71ff06,6,train,train
3763215,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,hf_kien_indoor_a_0118_jpg.rf.3820eda69a55a94a2e7e296b886ce73a_979c863c410c,2,train,train
3763216,hf_kien_indoor_a_0140_jpg.rf.19c878ef139735ac2f9ab8a36aa5fac4_1e150a9c7d53,hf_kien_indoor_a_0143_jpg.rf.cb09736eb9acb46e2e1377946584648f_a596ac112bdb,4,train,train
3767230,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,hf_kien_indoor_a_0142_jpg.rf.b39188ebafcec98c59ef8afda79cd09d_da28743c3ccf,2,train,train
3767232,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,6,train,train
3767233,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,hf_kien_indoor_a_0146_jpg.rf.1327b7cd334ad0b73a878a7de5b68cf0_ee0c9d5f0442,6,train,train
3767234,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,hf_kien_indoor_a_0147_jpg.rf.4647b2012c855ae74266ad98771934ad_d2fac99a934d,4,train,train
3767288,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,hf_kien_indoor_a_0107_jpg.rf.978ae76363e29a85df8a194e265f8be4_0bf4b4e08228,6,train,train
3767289,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,hf_kien_indoor_a_0112_jpg.rf.feb90f96979e072c274a9663a4a2695e_aee062673640,4,train,train
3767290,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,hf_kien_indoor_a_0115_jpg.rf.0e57a298080c109d6bd5d474dc6d1836_0c578d71ff06,6,train,train
3767291,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,hf_kien_indoor_a_0118_jpg.rf.3820eda69a55a94a2e7e296b886ce73a_979c863c410c,2,train,train
3767292,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,hf_kien_indoor_a_0143_jpg.rf.cb09736eb9acb46e2e1377946584648f_a596ac112bdb,4,train,train
3767293,hf_kien_indoor_a_0141_jpg.rf.303273170e5ad3d9e523f18cd750a9a9_f3543294085b,hf_kien_indoor_a_0149_jpg.rf.934be41b07ab91e50a7132d2ca2cda14_e0a39b653d29,6,train,train
3771307,hf_kien_indoor_a_0142_jpg.rf.b39188ebafcec98c59ef8afda79cd09d_da28743c3ccf,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,6,train,train
3771308,hf_kien_indoor_a_0142_jpg.rf.b39188ebafcec98c59ef8afda79cd09d_da28743c3ccf,hf_kien_indoor_a_0146_jpg.rf.1327b7cd334ad0b73a878a7de5b68cf0_ee0c9d5f0442,6,train,train
3771309,hf_kien_indoor_a_0142_jpg.rf.b39188ebafcec98c59ef8afda79cd09d_da28743c3ccf,hf_kien_indoor_a_0147_jpg.rf.4647b2012c855ae74266ad98771934ad_d2fac99a934d,4,train,train
3771364,hf_kien_indoor_a_0142_jpg.rf.b39188ebafcec98c59ef8afda79cd09d_da28743c3ccf,hf_kien_indoor_a_0112_jpg.rf.feb90f96979e072c274a9663a4a2695e_aee062673640,4,train,train
3771366,hf_kien_indoor_a_0142_jpg.rf.b39188ebafcec98c59ef8afda79cd09d_da28743c3ccf,hf_kien_indoor_a_0118_jpg.rf.3820eda69a55a94a2e7e296b886ce73a_979c863c410c,4,train,train
3771367,hf_kien_indoor_a_0142_jpg.rf.b39188ebafcec98c59ef8afda79cd09d_da28743c3ccf,hf_kien_indoor_a_0143_jpg.rf.cb09736eb9acb46e2e1377946584648f_a596ac112bdb,4,train,train
3771368,hf_kien_indoor_a_0142_jpg.rf.b39188ebafcec98c59ef8afda79cd09d_da28743c3ccf,hf_kien_indoor_a_0149_jpg.rf.934be41b07ab91e50a7132d2ca2cda14_e0a39b653d29,4,train,train
3775381,hf_kien_indoor_a_0144_jpg.rf.8f5dea5acae1118d3da65a6fd842487b_8557c2195a89,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,2,train,train
3775382,hf_kien_indoor_a_0144_jpg.rf.8f5dea5acae1118d3da65a6fd842487b_8557c2195a89,hf_kien_indoor_a_0146_jpg.rf.1327b7cd334ad0b73a878a7de5b68cf0_ee0c9d5f0442,2,train,train
3775383,hf_kien_indoor_a_0144_jpg.rf.8f5dea5acae1118d3da65a6fd842487b_8557c2195a89,hf_kien_indoor_a_0147_jpg.rf.4647b2012c855ae74266ad98771934ad_d2fac99a934d,4,train,train
3775437,hf_kien_indoor_a_0144_jpg.rf.8f5dea5acae1118d3da65a6fd842487b_8557c2195a89,hf_kien_indoor_a_0107_jpg.rf.978ae76363e29a85df8a194e265f8be4_0bf4b4e08228,6,train,train
3775439,hf_kien_indoor_a_0144_jpg.rf.8f5dea5acae1118d3da65a6fd842487b_8557c2195a89,hf_kien_indoor_a_0115_jpg.rf.0e57a298080c109d6bd5d474dc6d1836_0c578d71ff06,4,train,train
3775441,hf_kien_indoor_a_0144_jpg.rf.8f5dea5acae1118d3da65a6fd842487b_8557c2195a89,hf_kien_indoor_a_0143_jpg.rf.cb09736eb9acb46e2e1377946584648f_a596ac112bdb,6,train,train
3779456,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,hf_kien_indoor_a_0147_jpg.rf.4647b2012c855ae74266ad98771934ad_d2fac99a934d,2,train,train
3779503,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,hf_kien_indoor_a_0215_jpg.rf.ba81d3bc247aef5db93e37d151c8ecca_d198075d44ed,6,train,train
3779510,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,hf_kien_indoor_a_0107_jpg.rf.978ae76363e29a85df8a194e265f8be4_0bf4b4e08228,6,train,train
3779511,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,hf_kien_indoor_a_0112_jpg.rf.feb90f96979e072c274a9663a4a2695e_aee062673640,6,train,train
3779512,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,hf_kien_indoor_a_0115_jpg.rf.0e57a298080c109d6bd5d474dc6d1836_0c578d71ff06,6,train,train
3779513,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,hf_kien_indoor_a_0118_jpg.rf.3820eda69a55a94a2e7e296b886ce73a_979c863c410c,6,train,train
3779514,hf_kien_indoor_a_0145_jpg.rf.59e529d856e973166eed2de27207ed0f_1c82a2716c19,hf_kien_indoor_a_0143_jpg.rf.cb09736eb9acb46e2e1377946584648f_a596ac112bdb,4,train,train
